date,season,team,opponent team,conference,division,coach,dpa,dps,first downs,site,points,o:points,margin,line,ats margin,total
19991016,1999,FLST,WAKE,ACC,1A,Bobby Bowden,-,-,-,home,33,10,23,-31,-8,-
19991016,1999,WAKE,FLST,ACC,1A,Jim Caldwell,-,-,-,away,10,33,-23,31,8,-
19991016,1999,ILL,MIN,B10,1A,Ron Turner,-,-,-,home,7,37,-30,1,-29,-
19991016,1999,MIN,ILL,B10,1A,Glen Mason,-,-,-,away,37,7,30,-1,29,-
19991016,1999,KAST,UTST,B12,1A,Bill Snyder,-,-,-,home,40,0,40,-29.5,10.5,-
19991016,1999,UTST,KAST,BW,1A,Dave Arslanian,-,-,-,away,0,40,-40,29.5,-10.5,-
19991016,1999,KEST,MIAO,MAC,1A,Dean Pees,-,-,-,home,10,17,-7,24,17,-
19991016,1999,MIAO,KEST,MAC,1A,Terry Hoeppner,-,-,-,away,17,10,7,-24,-17,-
19991016,1999,KTKY,LSU,SEC,1A,Hal Mumme,-,-,-,home,31,5,26,-4.5,21.5,-
19991016,1999,LSU,KTKY,SEC,1A,Gerry DiNardo,-,-,-,away,5,31,-26,4.5,-21.5,-
19991016,1999,LMON,WYO,IND,1A,Bobby Keasler,-,-,-,home,20,38,-18,23,5,-
19991016,1999,WYO,LMON,MWC,1A,Dana Dimel,-,-,-,away,38,20,18,-23,-5,-
19991016,1999,LTCH,MTEN,IND,1A,Jack Bicknell Jr.,-,-,-,home,42,18,24,-30,-6,-
19991016,1999,MTEN,LTCH,IND,1A,Andy McCollum,-,-,-,away,18,42,-24,30,6,-
19991016,1999,MARY,CLEM,ACC,1A,Ron Vanderlinden,-,-,-,home,30,42,-12,-1,-13,-
19991016,1999,CLEM,MARY,ACC,1A,Tommy Bowden,-,-,-,away,42,30,12,1,13,-
19991016,1999,MEM,LOU,USA,1A,Rip Scherer,-,-,-,home,31,32,-1,2.5,1.5,-
19991016,1999,LOU,MEM,USA,1A,John L. Smith,-,-,-,away,32,31,1,-2.5,-1.5,-
19991016,1999,MIS,ALA,SEC,1A,David Cutcliffe,-,-,-,home,24,30,-6,3,-3,-
19991016,1999,ALA,MIS,SEC,1A,Mike Dubose,-,-,-,away,30,24,6,-3,3,-
19991016,1999,MIZ,IWST,B12,1A,Larry Smith,-,-,-,home,21,24,-3,-7.5,-10.5,-
19991016,1999,IWST,MIZ,B12,1A,Dan McCarney,-,-,-,away,24,21,3,7.5,10.5,-
19991016,1999,NCAR,HOU,ACC,1A,Carl Torbush,-,-,-,home,12,20,-8,-6.5,-14.5,-
19991016,1999,HOU,NCAR,USA,1A,Kim Helton,-,-,-,away,20,12,8,6.5,14.5,-
19991016,1999,NCST,VIR,ACC,1A,Mike OCain,-,-,-,home,26,47,-21,0.5,-20.5,-
19991016,1999,VIR,NCST,ACC,1A,George Welsh,-,-,-,away,47,26,21,-0.5,20.5,-
19991016,1999,NMX,BYU,MWC,1A,Rocky Long,-,-,-,home,7,31,-24,16.5,-7.5,-
19991016,1999,BYU,NMX,MWC,1A,LaVell Edwards,-,-,-,away,31,7,24,-16.5,7.5,-
19991016,1999,NORW,IOWA,B10,1A,Randy Walker,-,-,-,home,23,21,2,-4.5,-2.5,-
19991016,1999,IOWA,NORW,B10,1A,Kirk Ferentz,-,-,-,away,21,23,-2,4.5,2.5,-
19991016,1999,NOTD,USC,IND,1A,Bob Davie,-,-,-,home,25,24,1,-8,-7,-
19991016,1999,USC,NOTD,P10,1A,Paul Hackett,-,-,-,away,24,25,-1,8,7,-
19991016,1999,NTX,BOIS,BW,1A,Darrell Dickey,-,-,-,home,17,10,7,7,14,-
19991016,1999,BOIS,NTX,BW,1A,Dirk Koetter,-,-,-,away,10,17,-7,-7,-14,-
19991016,1999,PNST,OHST,B10,1A,Joe Paterno,-,-,-,home,23,10,13,-11,2,-
19991016,1999,OHST,PNST,B10,1A,John Cooper,-,-,-,away,10,23,-13,11,-2,-
19991016,1999,PUR,MCST,B10,1A,Joe Tiller,-,-,-,home,52,28,24,2.5,26.5,-
19991016,1999,MCST,PUR,B10,1A,Bobby Williams,-,-,-,away,28,52,-24,-2.5,-26.5,-
19991016,1999,RICE,SJST,WAC,1A,Ken Hatfield,-,-,-,home,49,7,42,-10,32,-
19991016,1999,SJST,RICE,WAC,1A,Dave Baldwin,-,-,-,away,7,49,-42,10,-32,-
19991016,1999,SMIS,ARMY,USA,1A,Jeff Bower,-,-,-,home,24,0,24,-24.5,-0.5,-
19991016,1999,ARMY,SMIS,USA,1A,Bob Sutton,-,-,-,away,0,24,-24,24.5,0.5,-
19991016,1999,SMU,FRES,WAC,1A,Mike Cavan,-,-,-,home,24,14,10,15,25,-
19991016,1999,FRES,SMU,WAC,1A,Pat Hill,-,-,-,away,14,24,-10,-15,-25,-
19991016,1999,STAN,ORST,P10,1A,Tyrone Willingham,-,-,-,home,21,17,4,-8,-4,-
19991016,1999,ORST,STAN,P10,1A,Dennis Erickson,-,-,-,away,17,21,-4,8,4,-
19991016,1999,TCU,TLS,WAC,1A,Dennis Franchione,-,-,-,home,56,17,39,-17,22,-
19991016,1999,TLS,TCU,WAC,1A,Pat Henderson,-,-,-,away,17,56,-39,17,-22,-
19991016,1999,TLN,LLAF,USA,1A,Chris Scelfo,-,-,-,home,48,32,16,-27.5,-11.5,-
19991016,1999,LLAF,TLN,IND,1A,Jerry Baldwin,-,-,-,away,32,48,-16,27.5,11.5,-
19991016,1999,TXAM,KAN,B12,1A,R.C. Slocum,-,-,-,home,34,17,17,-31.5,-14.5,-
19991016,1999,KAN,TXAM,B12,1A,Terry Allen,-,-,-,away,17,34,-17,31.5,14.5,-
19991016,1999,TXT,COLO,B12,1A,Spike Dykes,-,-,-,home,31,10,21,5,26,-
19991016,1999,COLO,TXT,B12,1A,Gary Barnett,-,-,-,away,10,31,-21,-5,-26,-
19991016,1999,UCLA,CAL,P10,1A,Bob Toledo,-,-,-,home,0,17,-17,-13,-30,-
19991016,1999,CAL,UCLA,P10,1A,Tom Holmoe,-,-,-,away,17,0,17,13,30,-
19991016,1999,VAN,GEO,SEC,1A,Woody Widenhofer,-,-,-,home,17,27,-10,7.5,-2.5,-
19991016,1999,GEO,VAN,SEC,1A,Jim Donnan,-,-,-,away,27,17,10,-7.5,2.5,-
19991016,1999,VTCH,SYR,BE,1A,Frank Beamer,-,-,-,home,62,0,62,-12.5,49.5,-
19991016,1999,SYR,VTCH,BE,1A,Paul Pasqualoni,-,-,-,away,0,62,-62,12.5,-49.5,-
19991016,1999,WAS,AZST,P10,1A,Mike Price,-,-,-,home,7,28,-21,-10,-31,-
19991016,1999,AZST,WAS,P10,1A,Bruce Snyder,-,-,-,away,28,7,21,10,31,-
19991016,1999,WIS,IND,B10,1A,Barry Alvarez,-,-,-,home,59,0,59,-14.5,44.5,-
19991016,1999,IND,WIS,B10,1A,Cam Cameron,-,-,-,away,0,59,-59,14.5,-44.5,-
19991016,1999,WMCH,BUF,MAC,1A,Gary Darnell,-,-,-,home,45,17,28,-33,-5,-
19991016,1999,BUF,WMCH,MAC,1A,Craig Cirbus,-,-,-,away,17,45,-28,33,5,-
19991016,1999,WVA,RUT,BE,1A,Don Nehlen,-,-,-,home,62,16,46,-20,26,-
19991016,1999,RUT,WVA,BE,1A,Terry Shea,-,-,-,away,16,62,-46,20,-26,-
19991023,1999,ALA,TEN,SEC,1A,Mike Dubose,-,-,-,home,7,21,-14,3,-11,-
19991023,1999,TEN,ALA,SEC,1A,Phillip Fulmer,-,-,-,away,21,7,14,-3,11,-
19991023,1999,ARMY,NMST,USA,1A,Bob Sutton,-,-,-,home,35,18,17,-6.5,10.5,-
19991023,1999,NMST,ARMY,BW,1A,Tony Samuel,-,-,-,away,18,35,-17,6.5,-10.5,-
19991023,1999,ARZ,ORE,P10,1A,Dick Tomey,-,-,-,home,41,44,-3,-3,-6,-
19991023,1999,ORE,ARZ,P10,1A,Mike Bellotti,-,-,-,away,44,41,3,3,6,-
19991023,1999,AZST,WAST,P10,1A,Bruce Snyder,-,-,-,home,33,21,12,-7.5,4.5,-
19991023,1999,WAST,AZST,P10,1A,Rick Neuheisel,-,-,-,away,21,33,-12,7.5,-4.5,-
19991023,1999,BAY,TXT,B12,1A,Kevin Steele,-,-,-,home,7,35,-28,8.5,-19.5,-
19991023,1999,TXT,BAY,B12,1A,Spike Dykes,-,-,-,away,35,7,28,-8.5,19.5,-
19991023,1999,BCOL,MIAF,BE,1A,Tom OBrien,-,-,-,home,28,31,-3,18,15,-
19991023,1999,MIAF,BCOL,BE,1A,Butch Davis,-,-,-,away,31,28,3,-18,-15,-
19991023,1999,BOIS,NEV,BW,1A,Dirk Koetter,-,-,-,home,52,17,35,2,37,-
19991023,1999,NEV,BOIS,BW,1A,Jeff Tisdel,-,-,-,away,17,52,-35,-2,-37,-
19991023,1999,BUF,MRSH,MAC,1A,Craig Cirbus,-,-,-,home,3,59,-56,44,-12,-
19991023,1999,MRSH,BUF,MAC,1A,Bob Pruett,-,-,-,away,59,3,56,-44,12,-
19991023,1999,CAL,WAS,P10,1A,Tom Holmoe,-,-,-,home,27,31,-4,3,-1,-
19991023,1999,WAS,CAL,P10,1A,Mike Price,-,-,-,away,31,27,4,-3,1,-
19991023,1999,CFL,LTCH,IND,1A,Mike Kruczek,-,-,-,home,35,46,-11,5.5,-5.5,-
19991023,1999,LTCH,CFL,IND,1A,Jack Bicknell Jr.,-,-,-,away,46,35,11,-5.5,5.5,-
19991023,1999,CLEM,FLST,ACC,1A,Tommy Bowden,-,-,-,home,14,17,-3,16,13,-
19991023,1999,FLST,CLEM,ACC,1A,Bobby Bowden,-,-,-,away,17,14,3,-16,-13,-
19991023,1999,DUKE,NCST,ACC,1A,Carl Franks,-,-,-,home,24,31,-7,-2.5,-9.5,-
19991023,1999,NCST,DUKE,ACC,1A,Mike OCain,-,-,-,away,31,24,7,2.5,9.5,-
19991023,1999,ECAR,TLN,USA,1A,Steve Logan,-,-,-,home,52,7,45,-10.5,34.5,-
19991023,1999,TLN,ECAR,USA,1A,Chris Scelfo,-,-,-,away,7,52,-45,10.5,-34.5,-
19991023,1999,FRES,UTEP,WAC,1A,Pat Hill,-,-,-,home,24,23,1,-10.5,-9.5,-
19991023,1999,UTEP,FRES,WAC,1A,Charles Bailey,-,-,-,away,23,24,-1,10.5,9.5,-
19991023,1999,GEO,KTKY,SEC,1A,Jim Donnan,-,-,-,home,49,34,15,-4,11,-
19991023,1999,KTKY,GEO,SEC,1A,Hal Mumme,-,-,-,away,34,49,-15,4,-11,-
19991023,1999,IDA,UTST,BW,1A,Chris Tormey,-,-,-,home,31,3,28,-6.5,21.5,-
19991023,1999,UTST,IDA,BW,1A,Dave Arslanian,-,-,-,away,3,31,-28,6.5,-21.5,-
19991023,1999,IOWA,IND,B10,1A,Kirk Ferentz,-,-,-,home,31,38,-7,2.5,-4.5,-
19991023,1999,IND,IOWA,B10,1A,Cam Cameron,-,-,-,away,38,31,7,-2.5,4.5,-
19991023,1999,IWST,COLO,B12,1A,Dan McCarney,-,-,-,home,12,16,-4,-3,-7,-
19991023,1999,COLO,IWST,B12,1A,Gary Barnett,-,-,-,away,16,12,4,3,7,-
19991023,1999,KAN,MIZ,B12,1A,Terry Allen,-,-,-,home,21,0,21,8,29,-
19991023,1999,MIZ,KAN,B12,1A,Larry Smith,-,-,-,away,0,21,-21,-8,-29,-
19991023,1999,LLAF,LMON,IND,1A,Jerry Baldwin,-,-,-,home,7,31,-24,-3,-27,-
19991023,1999,LMON,LLAF,IND,1A,Bobby Keasler,-,-,-,away,31,7,24,3,27,-
19991023,1999,LOU,HOU,USA,1A,John L. Smith,-,-,-,home,39,33,6,-4.5,1.5,-
19991023,1999,HOU,LOU,USA,1A,Kim Helton,-,-,-,away,33,39,-6,4.5,-1.5,-
19991023,1999,MARY,NCAR,ACC,1A,Ron Vanderlinden,-,-,-,home,45,7,38,-9,29,-
19991023,1999,NCAR,MARY,ACC,1A,Carl Torbush,-,-,-,away,7,45,-38,9,-29,-
19991023,1999,MICH,ILL,B10,1A,Lloyd Carr,-,-,-,home,29,35,-6,-24.5,-30.5,-
19991023,1999,ILL,MICH,B10,1A,Ron Turner,-,-,-,away,35,29,6,24.5,30.5,-
19991023,1999,MIN,OHST,B10,1A,Glen Mason,-,-,-,home,17,20,-3,-3.5,-6.5,-
19991023,1999,OHST,MIN,B10,1A,John Cooper,-,-,-,away,20,17,3,3.5,6.5,-
19991023,1999,MSST,LSU,SEC,1A,Jackie Sherrill,-,-,-,home,17,16,1,-15.5,-14.5,-
19991023,1999,LSU,MSST,SEC,1A,Gerry DiNardo,-,-,-,away,16,17,-1,15.5,14.5,-
19991023,1999,NAVY,AKRON,IND,1A,Charlie Weatherbie,-,-,-,home,29,35,-6,-10,-16,-
19991023,1999,AKRON,NAVY,MAC,1A,None,-,-,-,away,35,29,6,10,16,-
19991023,1999,NIL,KEST,MAC,1A,Joe Novak,-,-,-,home,50,7,43,-14,29,-
19991023,1999,KEST,NIL,MAC,1A,Dean Pees,-,-,-,away,7,50,-43,14,-29,-
19991023,1999,NTX,AKST,BW,1A,Darrell Dickey,-,-,-,home,10,14,-4,0.5,-3.5,-
19991023,1999,AKST,NTX,BW,1A,Joe Hollis,-,-,-,away,14,10,4,-0.5,3.5,-
19991023,1999,OHU,BOWL,MAC,1A,Jim Grobe,-,-,-,home,17,14,3,-6.5,-3.5,-
19991023,1999,BOWL,OHU,MAC,1A,Gary Blackney,-,-,-,away,14,17,-3,6.5,3.5,-
19991023,1999,OKLA,TXAM,B12,1A,Bob Stoops,-,-,-,home,51,6,45,3.5,48.5,-
19991023,1999,TXAM,OKLA,B12,1A,R.C. Slocum,-,-,-,away,6,51,-45,-3.5,-48.5,-
19991023,1999,OKST,KAST,B12,1A,Bob Simmons,-,-,-,home,21,44,-23,6.5,-16.5,-
19991023,1999,KAST,OKST,B12,1A,Bill Snyder,-,-,-,away,44,21,23,-6.5,16.5,-
19991023,1999,ORST,UCLA,P10,1A,Dennis Erickson,-,-,-,home,55,7,48,1,49,-
19991023,1999,UCLA,ORST,P10,1A,Bob Toledo,-,-,-,away,7,55,-48,-1,-49,-
19991023,1999,PUR,PNST,B10,1A,Joe Tiller,-,-,-,home,25,31,-6,4,-2,-
19991023,1999,PNST,PUR,B10,1A,Joe Paterno,-,-,-,away,31,25,6,-4,2,-
19991023,1999,RICE,TCU,WAC,1A,Ken Hatfield,-,-,-,home,42,21,21,1,22,-
19991023,1999,TCU,RICE,WAC,1A,Dennis Franchione,-,-,-,away,21,42,-21,-1,-22,-
19991023,1999,RUT,PIT,BE,1A,Terry Shea,-,-,-,home,15,38,-23,15,-8,-
19991023,1999,PIT,RUT,BE,1A,Walt Harris,-,-,-,away,38,15,23,-15,8,-
19991023,1999,SCAR,VAN,SEC,1A,Lou Holtz,-,-,-,home,10,11,-1,4.5,3.5,-
19991023,1999,VAN,SCAR,SEC,1A,Woody Widenhofer,-,-,-,away,11,10,1,-4.5,-3.5,-
19991023,1999,SMIS,CIN,USA,1A,Jeff Bower,-,-,-,home,28,20,8,-17.5,-9.5,-
19991023,1999,CIN,SMIS,USA,1A,Rick Minter,-,-,-,away,20,28,-8,17.5,9.5,-
19991023,1999,TEX,NEB,B12,1A,Mack Brown,-,-,-,home,24,20,4,9,13,-
19991023,1999,NEB,TEX,B12,1A,Frank Solich,-,-,-,away,20,24,-4,-9,-13,-
19991023,1999,TLS,HAW,WAC,1A,Pat Henderson,-,-,-,home,21,35,-14,5.5,-8.5,-
19991023,1999,HAW,TLS,WAC,1A,June Jones,-,-,-,away,35,21,14,-5.5,8.5,-
19991023,1999,TOL,EMCH,MAC,1A,Gary Pinkel,-,-,-,home,13,20,-7,-10.5,-17.5,-
19991023,1999,EMCH,TOL,MAC,1A,Tony Lombardi,-,-,-,away,20,13,7,10.5,17.5,-
19991023,1999,UNLV,BYU,MWC,1A,John Robinson,-,-,-,home,0,29,-29,18.5,-10.5,-
19991023,1999,BYU,UNLV,MWC,1A,LaVell Edwards,-,-,-,away,29,0,29,-18.5,10.5,-
19991023,1999,USC,STAN,P10,1A,Paul Hackett,-,-,-,home,31,35,-4,-7.5,-11.5,-
19991023,1999,STAN,USC,P10,1A,Tyrone Willingham,-,-,-,away,35,31,4,7.5,11.5,-
19991023,1999,UTAH,SDST,MWC,1A,Ron McBride,-,-,-,home,38,16,22,-6.5,15.5,-
19991023,1999,SDST,UTAH,WAC,1A,Ted Tollner,-,-,-,away,16,38,-22,6.5,-15.5,-
19991023,1999,WAKE,UAB,ACC,1A,Jim Caldwell,-,-,-,home,47,3,44,-6.5,37.5,-
19991023,1999,UAB,WAKE,USA,1A,Watson Brown,-,-,-,away,3,47,-44,6.5,-37.5,-
19991023,1999,WIS,MCST,B10,1A,Barry Alvarez,-,-,-,home,40,10,30,-2,28,-
19991023,1999,MCST,WIS,B10,1A,Bobby Williams,-,-,-,away,10,40,-30,2,-28,-
19991023,1999,WMCH,BALL,MAC,1A,Gary Darnell,-,-,-,home,28,0,28,-18,10,-
19991023,1999,BALL,WMCH,MAC,1A,Bill Lynch,-,-,-,away,0,28,-28,18,-10,-
19991023,1999,WVA,TEM,BE,1A,Don Nehlen,-,-,-,home,20,17,3,-17,-14,-
19991023,1999,TEM,WVA,BE,1A,Bobby Wallace,-,-,-,away,17,20,-3,17,14,-
19991023,1999,WYO,COST,MWC,1A,Dana Dimel,-,-,-,home,13,24,-11,-2.5,-13.5,-
19991023,1999,COST,WYO,MWC,1A,Sonny Lubick,-,-,-,away,24,13,11,2.5,13.5,-
19991030,1999,AKRON,WMCH,MAC,1A,None,-,-,-,home,10,24,-14,1,-13,-
19991030,1999,WMCH,AKRON,MAC,1A,Gary Darnell,-,-,-,away,24,10,14,-1,13,-
19991030,1999,AKST,LLAF,BW,1A,Joe Hollis,-,-,-,home,31,27,4,-10.5,-6.5,-
19991030,1999,LLAF,AKST,IND,1A,Jerry Baldwin,-,-,-,away,27,31,-4,10.5,6.5,-
19991030,1999,ALA,SMIS,SEC,1A,Mike Dubose,-,-,-,home,35,14,21,-1.5,19.5,-
19991030,1999,SMIS,ALA,USA,1A,Jeff Bower,-,-,-,away,14,35,-21,1.5,-19.5,-
19991030,1999,ARK,AUB,SEC,1A,Houston Nutt,-,-,-,home,34,10,24,-7.5,16.5,-
19991030,1999,AUB,ARK,SEC,1A,Tommy Tuberville,-,-,-,away,10,34,-24,7.5,-16.5,-
19991030,1999,BALL,OHU,MAC,1A,Bill Lynch,-,-,-,home,25,37,-12,7.5,-4.5,-
19991030,1999,OHU,BALL,MAC,1A,Jim Grobe,-,-,-,away,37,25,12,-7.5,4.5,-
19991030,1999,BOWL,CMCH,MAC,1A,Gary Blackney,-,-,-,home,31,7,24,-5.5,18.5,-
19991030,1999,CMCH,BOWL,MAC,1A,Dick Flynn,-,-,-,away,7,31,-24,5.5,-18.5,-
19991030,1999,BYU,AIR,MWC,1A,LaVell Edwards,-,-,-,home,27,20,7,-7.5,-0.5,-
19991030,1999,AIR,BYU,MWC,1A,Fisher DeBerry,-,-,-,away,20,27,-7,7.5,0.5,-
19991030,1999,CAL,USC,P10,1A,Tom Holmoe,-,-,-,home,17,7,10,5.5,15.5,-
19991030,1999,USC,CAL,P10,1A,Paul Hackett,-,-,-,away,7,17,-10,-5.5,-15.5,-
19991030,1999,CFL,EMCH,IND,1A,Mike Kruczek,-,-,-,home,31,6,25,-8,17,-
19991030,1999,EMCH,CFL,MAC,1A,Tony Lombardi,-,-,-,away,6,31,-25,8,-17,-
19991030,1999,COLO,OKLA,B12,1A,Gary Barnett,-,-,-,home,38,24,14,4.5,18.5,-
19991030,1999,OKLA,COLO,B12,1A,Bob Stoops,-,-,-,away,24,38,-14,-4.5,-18.5,-
19991030,1999,CON,RICH,1AA,1A,Randy Edsall,-,-,-,home,21,28,-7,-,-,-
19991030,1999,RICH,CON,,1AA,None,-,-,-,away,28,21,7,-,-,-
19991030,1999,COST,UTAH,MWC,1A,Sonny Lubick,-,-,-,home,31,24,7,-1.5,5.5,-
19991030,1999,UTAH,COST,MWC,1A,Ron McBride,-,-,-,away,24,31,-7,1.5,-5.5,-
19991030,1999,FLA,GEO,SEC,1A,Steve Spurrier,-,-,-,neutral,30,14,16,-14,2,-
19991030,1999,GEO,FLA,SEC,1A,Jim Donnan,-,-,-,neutral,14,30,-16,14,-2,-
19991030,1999,GTCH,NCST,ACC,1A,George OLeary,-,-,-,home,48,21,27,-17,10,-
19991030,1999,NCST,GTCH,ACC,1A,Mike OCain,-,-,-,away,21,48,-27,17,-10,-
19991030,1999,HAW,TCU,WAC,1A,June Jones,-,-,-,home,14,34,-20,4.5,-15.5,-
19991030,1999,TCU,HAW,WAC,1A,Dennis Franchione,-,-,-,away,34,14,20,-4.5,15.5,-
19991030,1999,HOU,ECAR,USA,1A,Kim Helton,-,-,-,home,3,19,-16,4.5,-11.5,-
19991030,1999,ECAR,HOU,USA,1A,Steve Logan,-,-,-,away,19,3,16,-4.5,11.5,-
19991030,1999,ILL,PNST,B10,1A,Ron Turner,-,-,-,home,7,27,-20,16,-4,-
19991030,1999,PNST,ILL,B10,1A,Joe Paterno,-,-,-,away,27,7,20,-16,4,-
19991030,1999,IND,MICH,B10,1A,Cam Cameron,-,-,-,home,31,34,-3,16.5,13.5,-
19991030,1999,MICH,IND,B10,1A,Lloyd Carr,-,-,-,away,34,31,3,-16.5,-13.5,-
19991030,1999,IWST,TEX,B12,1A,Dan McCarney,-,-,-,home,41,44,-3,10.5,7.5,-
19991030,1999,TEX,IWST,B12,1A,Mack Brown,-,-,-,away,44,41,3,-10.5,-7.5,-
19991030,1999,KAN,NEB,B12,1A,Terry Allen,-,-,-,home,17,24,-7,32,25,-
19991030,1999,NEB,KAN,B12,1A,Frank Solich,-,-,-,away,24,17,7,-32,-25,-
19991030,1999,KAST,BAY,B12,1A,Bill Snyder,-,-,-,home,48,7,41,-38,3,-
19991030,1999,BAY,KAST,B12,1A,Kevin Steele,-,-,-,away,7,48,-41,38,-3,-
19991030,1999,KEST,BUF,MAC,1A,Dean Pees,-,-,-,home,41,20,21,-14,7,-
19991030,1999,BUF,KEST,MAC,1A,Craig Cirbus,-,-,-,away,20,41,-21,14,-7,-
19991030,1999,LMON,MTEN,IND,1A,Bobby Keasler,-,-,-,home,10,0,10,-6,4,-
19991030,1999,MTEN,LMON,IND,1A,Andy McCollum,-,-,-,away,0,10,-10,6,-4,-
19991030,1999,LOU,UAB,USA,1A,John L. Smith,-,-,-,home,23,14,9,-14,-5,-
19991030,1999,UAB,LOU,USA,1A,Watson Brown,-,-,-,away,14,23,-9,14,5,-
19991030,1999,LSU,MIS,SEC,1A,Gerry DiNardo,-,-,-,home,23,42,-19,4.5,-14.5,-
19991030,1999,MIS,LSU,SEC,1A,David Cutcliffe,-,-,-,away,42,23,19,-4.5,14.5,-
19991030,1999,MARY,DUKE,ACC,1A,Ron Vanderlinden,-,-,-,home,22,25,-3,-9.5,-12.5,-
19991030,1999,DUKE,MARY,ACC,1A,Carl Franks,-,-,-,away,25,22,3,9.5,12.5,-
19991030,1999,MIAF,WVA,BE,1A,Butch Davis,-,-,-,home,28,20,8,-17.5,-9.5,-
19991030,1999,WVA,MIAF,BE,1A,Don Nehlen,-,-,-,away,20,28,-8,17.5,9.5,-
19991030,1999,MIAO,CIN,MAC,1A,Terry Hoeppner,-,-,-,home,42,52,-10,-4,-14,-
19991030,1999,CIN,MIAO,USA,1A,Rick Minter,-,-,-,away,52,42,10,4,14,-
19991030,1999,MIN,PUR,B10,1A,Glen Mason,-,-,-,home,28,33,-5,3,-2,-
19991030,1999,PUR,MIN,B10,1A,Joe Tiller,-,-,-,away,33,28,5,-3,2,-
19991030,1999,MIZ,TXT,B12,1A,Larry Smith,-,-,-,home,34,7,27,-1,26,-
19991030,1999,TXT,MIZ,B12,1A,Spike Dykes,-,-,-,away,7,34,-27,1,-26,-
19991030,1999,MRSH,NIL,MAC,1A,Bob Pruett,-,-,-,home,41,9,32,-26,6,-
19991030,1999,NIL,MRSH,MAC,1A,Joe Novak,-,-,-,away,9,41,-32,26,-6,-
19991030,1999,NCAR,FUR,ACC,1A,Carl Torbush,-,-,-,home,3,28,-25,-,-,-
19991030,1999,FUR,NCAR,,1AA,None,-,-,-,away,28,3,25,-,-,-
19991030,1999,NEV,NTX,BW,1A,Jeff Tisdel,-,-,-,home,41,28,13,-11,2,-
19991030,1999,NTX,NEV,BW,1A,Darrell Dickey,-,-,-,away,28,41,-13,11,-2,-
19991030,1999,NMST,IDA,BW,1A,Tony Samuel,-,-,-,home,42,14,28,5.5,33.5,-
19991030,1999,IDA,NMST,BW,1A,Chris Tormey,-,-,-,away,14,42,-28,-5.5,-33.5,-
19991030,1999,NMX,UNLV,MWC,1A,Rocky Long,-,-,-,home,27,6,21,-8.5,12.5,-
19991030,1999,UNLV,NMX,MWC,1A,John Robinson,-,-,-,away,6,27,-21,8.5,-12.5,-
19991030,1999,NORW,WIS,B10,1A,Randy Walker,-,-,-,home,19,35,-16,23,7,-
19991030,1999,WIS,NORW,B10,1A,Barry Alvarez,-,-,-,away,35,19,16,-23,-7,-
19991030,1999,NOTD,NAVY,IND,1A,Bob Davie,-,-,-,home,28,24,4,-27,-23,-
19991030,1999,NAVY,NOTD,IND,1A,Charlie Weatherbie,-,-,-,away,24,28,-4,27,23,-
19991030,1999,OHST,IOWA,B10,1A,John Cooper,-,-,-,home,41,11,30,-22.5,7.5,-
19991030,1999,IOWA,OHST,B10,1A,Kirk Ferentz,-,-,-,away,11,41,-30,22.5,-7.5,-
19991030,1999,ORE,AZST,P10,1A,Mike Bellotti,-,-,-,home,20,17,3,-7.5,-4.5,-
19991030,1999,AZST,ORE,P10,1A,Bruce Snyder,-,-,-,away,17,20,-3,7.5,4.5,-
19991030,1999,PIT,VTCH,BE,1A,Walt Harris,-,-,-,home,17,30,-13,22.5,9.5,-
19991030,1999,VTCH,PIT,BE,1A,Frank Beamer,-,-,-,away,30,17,13,-22.5,-9.5,-
19991030,1999,SMU,RICE,WAC,1A,Mike Cavan,-,-,-,home,27,2,25,10.5,35.5,-
19991030,1999,RICE,SMU,WAC,1A,Ken Hatfield,-,-,-,away,2,27,-25,-10.5,-35.5,-
19991030,1999,SYR,BCOL,BE,1A,Paul Pasqualoni,-,-,-,home,23,24,-1,-19,-20,-
19991030,1999,BCOL,SYR,BE,1A,Tom OBrien,-,-,-,away,24,23,1,19,20,-
19991030,1999,TEM,RUT,BE,1A,Bobby Wallace,-,-,-,home,56,28,28,-10,18,-
19991030,1999,RUT,TEM,BE,1A,Terry Shea,-,-,-,away,28,56,-28,10,-18,-
19991030,1999,TEN,SCAR,SEC,1A,Phillip Fulmer,-,-,-,home,30,7,23,-33.5,-10.5,-
19991030,1999,SCAR,TEN,SEC,1A,Lou Holtz,-,-,-,away,7,30,-23,33.5,10.5,-
19991030,1999,TLN,MEM,USA,1A,Chris Scelfo,-,-,-,home,7,49,-42,0,-42,-
19991030,1999,MEM,TLN,USA,1A,Rip Scherer,-,-,-,away,49,7,42,0,42,-
19991030,1999,TLS,FRES,WAC,1A,Pat Henderson,-,-,-,home,14,28,-14,14.5,0.5,-
19991030,1999,FRES,TLS,WAC,1A,Pat Hill,-,-,-,away,28,14,14,-14.5,-0.5,-
19991030,1999,TOL,LTCH,MAC,1A,Gary Pinkel,-,-,-,home,17,34,-17,6,-11,-
19991030,1999,LTCH,TOL,IND,1A,Jack Bicknell Jr.,-,-,-,away,34,17,17,-6,11,-
19991030,1999,TXAM,OKST,B12,1A,R.C. Slocum,-,-,-,home,21,3,18,-11,7,-
19991030,1999,OKST,TXAM,B12,1A,Bob Simmons,-,-,-,away,3,21,-18,11,-7,-
